Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,1,0,agent0,0,1,0,north,NormLearningAgent0,4,1,0,noop
0,1,1,agent0,0,2,0,east,NormLearningAgent0,4,1,0,noop
0,1,2,agent0,1,2,0,east,NormLearningAgent0,4,1,0,west
0,1,3,agent0,2,2,0,east,NormLearningAgent0,3,1,0,west
0,1,4,agent0,3,2,0,east,NormLearningAgent0,2,1,0,west
0,1,5,agent0,4,2,0,south,NormLearningAgent0,1,1,0,west
0,1,6,agent0,4,1,0,null,NormLearningAgent0,0,1,0,null
Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,2,0,agent0,0,1,0,north,NormLearningAgent0,4,1,0,noop
0,2,1,agent0,0,2,0,east,NormLearningAgent0,4,1,0,west
0,2,2,agent0,1,2,0,east,NormLearningAgent0,3,1,0,west
0,2,3,agent0,2,2,0,east,NormLearningAgent0,2,1,0,west
0,2,4,agent0,3,2,0,east,NormLearningAgent0,1,1,0,noop
0,2,5,agent0,4,2,0,south,NormLearningAgent0,1,1,0,west
0,2,6,agent0,4,1,0,null,NormLearningAgent0,0,1,0,null
Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,3,0,agent0,0,1,0,south,NormLearningAgent0,4,1,0,noop
0,3,1,agent0,0,0,0,east,NormLearningAgent0,4,1,0,west
0,3,2,agent0,1,0,0,east,NormLearningAgent0,3,1,0,west
0,3,3,agent0,2,0,0,east,NormLearningAgent0,2,1,0,west
0,3,4,agent0,3,0,0,east,NormLearningAgent0,1,1,0,noop
0,3,5,agent0,4,0,0,north,NormLearningAgent0,1,1,0,west
0,3,6,agent0,4,1,0,null,NormLearningAgent0,0,1,0,null
Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,4,0,agent0,0,1,0,south,NormLearningAgent0,4,1,0,noop
0,4,1,agent0,0,0,0,east,NormLearningAgent0,4,1,0,west
0,4,2,agent0,1,0,0,east,NormLearningAgent0,3,1,0,west
0,4,3,agent0,2,0,0,east,NormLearningAgent0,2,1,0,west
0,4,4,agent0,3,0,0,east,NormLearningAgent0,1,1,0,noop
0,4,5,agent0,4,0,0,north,NormLearningAgent0,1,1,0,west
0,4,6,agent0,4,1,0,null,NormLearningAgent0,0,1,0,null
Match,Round,Turn,agent1,agent1_x,agent1_y,agent1_rt,agent1_action,agent2,agent2_x,agent2_y,agent2_rt,agent2_action
0,5,0,agent0,0,1,0,north,NormLearningAgent0,4,1,0,noop
0,5,1,agent0,0,2,0,east,NormLearningAgent0,4,1,0,west
0,5,2,agent0,1,2,0,east,NormLearningAgent0,3,1,0,west
0,5,3,agent0,2,2,0,east,NormLearningAgent0,2,1,0,west
